# Lote 23 - 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente
University of Wollongong (UOW) | Bachelor of Science - EIS | bachelor | Ciencias | 3 years full-time, or part-time equivalent | 031274F | https://www.uow.edu.au/study/courses/bachelor-of-science---eis/
University of Wollongong (UOW) | Bachelor of Science - SMAH | bachelor | Ciencias | 3 years full-time, or part-time equivalent | 003283D | https://www.uow.edu.au/study/courses/bachelor-of-science---smah/
University of Wollongong (UOW) | Bachelor of Science Advanced (EIS) (Honours) | bachelor | Ciencias | 4 years full-time, or part-time equivalent | 085500K | https://www.uow.edu.au/study/courses/bachelor-of-science-advanced-eis-honours/
University of Wollongong (UOW) | Bachelor of Secondary Education | bachelor | Educación | 4 years full-time, or part-time equivalent | 115527B | https://www.uow.edu.au/study/courses/bachelor-of-secondary-education/
University of Wollongong (UOW) | Bachelor of Social Science | bachelor | Ciencias Sociales | 3 years full-time, or part-time equivalent | 081145A | https://www.uow.edu.au/study/courses/bachelor-of-social-science/
University of Wollongong (UOW) | Bachelor of Social Science (Criminology) - Bachelor of Laws | bachelor | Ciencias Sociales | 5 years full-time, or part-time equivalent | 105701J | https://www.uow.edu.au/study/courses/bachelor-of-social-science-criminology---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Social Science (Honours) | bachelor | Ciencias Sociales | 1 year full-time, or part-time equivalent | 081325G | https://www.uow.edu.au/study/courses/bachelor-of-social-science-honours/
University of Wollongong (UOW) | Bachelor of Social Science - Bachelor of Laws | bachelor | Ciencias Sociales | 5 years full-time, or part-time equivalent | 105701J | https://www.uow.edu.au/study/courses/bachelor-of-social-science---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Social Work | bachelor | Trabajo Social | 4 years full-time, or part-time equivalent | 081143C | https://www.uow.edu.au/study/courses/bachelor-of-social-work/
University of Wollongong (UOW) | Bachelor of Social Work (Honours) | bachelor | Trabajo Social | 4 years full-time, or part-time equivalent | 096746G | https://www.uow.edu.au/study/courses/bachelor-of-social-work-honours/
University of Wollongong (UOW) | Doctor of Creative Arts | doctorado | Artes | 4 years full-time, or part-time equivalent | 087688K | https://www.uow.edu.au/study/courses/doctor-of-creative-arts/
University of Wollongong (UOW) | Doctor of Medicine | doctorado | Medicina | 4 years full-time | 089196C | https://www.uow.edu.au/study/courses/doctor-of-medicine/
University of Wollongong (UOW) | Doctor of Philosophy | doctorado | Ciencias | 4 years full-time, or part-time equivalent | - | https://www.uow.edu.au/study/courses/doctor-of-philosophy/
University of Wollongong (UOW) | Doctor of Philosophy (Clinical Psychology) | doctorado | Psicología | 4 years full-time, or part-time equivalent | 003002G | https://www.uow.edu.au/study/courses/doctor-of-philosophy-clinical-psychology/
University of Wollongong (UOW) | Doctor of Philosophy (Integrated) | doctorado | Ciencias | 4 years full-time, or part-time equivalent | - | https://www.uow.edu.au/study/courses/doctor-of-philosophy-integrated/
University of Wollongong (UOW) | Graduate Certificate in Applied Finance | posgrado | Finanzas y Contabilidad | 6 months full-time, or part-time equivalent | 095779G | https://www.uow.edu.au/study/courses/graduate-certificate-in-applied-finance/
University of Wollongong (UOW) | Graduate Certificate in Business | posgrado | Negocios | 6 months full-time, or part-time equivalent | 095231K | https://www.uow.edu.au/study/courses/graduate-certificate-in-business/
University of Wollongong (UOW) | Graduate Certificate in Business Administration | posgrado | Negocios | 6 months full-time, or part-time equivalent | 097853G | https://www.uow.edu.au/study/courses/graduate-certificate-in-business-administration/
University of Wollongong (UOW) | Graduate Certificate in Computing | posgrado | Tecnología | 6 months full-time, or part-time equivalent | 094751E | https://www.uow.edu.au/study/courses/graduate-certificate-in-computing/
University of Wollongong (UOW) | Graduate Certificate in Education | posgrado | Educación | 6 months full-time, or part-time equivalent | 0101655 | https://www.uow.edu.au/study/courses/graduate-certificate-in-education/
University of Wollongong (UOW) | Graduate Certificate in Engineering | posgrado | Ingeniería | 6 months full-time, or part-time equivalent | 085496A | https://www.uow.edu.au/study/courses/graduate-certificate-in-engineering/
University of Wollongong (UOW) | Graduate Certificate in Financial Technology | posgrado | Finanzas y Contabilidad | 6 months full-time, or part-time equivalent | 115303G | https://www.uow.edu.au/study/courses/graduate-certificate-in-financial-technology/
University of Wollongong (UOW) | Graduate Certificate in Fisheries Management and Development (Online) | posgrado | Ciencias Ambientales | 1 year part-time | - | https://www.uow.edu.au/study/courses/graduate-certificate-in-fisheries-management-and-development/
University of Wollongong (UOW) | Graduate Certificate in Fisheries Policy | posgrado | Ciencias Ambientales | 6 months full-time, or part-time equivalent | 116691D | https://www.uow.edu.au/study/courses/graduate-certificate-in-fisheries-policy/
University of Wollongong (UOW) | Graduate Certificate in Indigenous Trauma and Recovery Practice | posgrado | Salud | 20 weeks full-time | 088723D | https://www.uow.edu.au/study/courses/graduate-certificate-in-indigenous-trauma-and-recovery-practice/
University of Wollongong (UOW) | Graduate Certificate in International Relations | posgrado | Relaciones Internacionales | 6 months full-time, or part-time equivalent | 099676D | https://www.uow.edu.au/study/courses/graduate-certificate-in-international-relations/
University of Wollongong (UOW) | Graduate Certificate in Law of the Sea | posgrado | Derecho | 6 months full-time, or part-time equivalent | 104748B | https://www.uow.edu.au/study/courses/graduate-certificate-in-law-of-the-sea/
University of Wollongong (UOW) | Graduate Certificate in Maritime Studies | posgrado | Relaciones Internacionales | 6 months full-time, or part-time equivalent | 080831J | https://www.uow.edu.au/study/courses/graduate-certificate-in-maritime-studies/
University of Wollongong (UOW) | Graduate Certificate in Professional Accounting | posgrado | Finanzas y Contabilidad | 6 months full-time | 095778G | https://www.uow.edu.au/study/courses/graduate-certificate-in-professional-accounting/
University of Wollongong (UOW) | Graduate Certificate in Public Health | posgrado | Salud | 6 months full-time, or part-time equivalent | 109393F | https://www.uow.edu.au/study/courses/graduate-certificate-in-public-health/
University of Wollongong (UOW) | Graduate Certificate in TESOL | posgrado | Educación | 6 months full-time, or part-time equivalent | 020199C | https://www.uow.edu.au/study/courses/graduate-certificate-in-tesol/
University of Wollongong (UOW) | Graduate Diploma in Business Administration | posgrado | Negocios | 1 year full-time, or part-time equivalent | 097854G | https://www.uow.edu.au/study/courses/graduate-diploma-in-business-administration/
University of Wollongong (UOW) | Graduate Diploma in Occupational Health and Safety | posgrado | Salud | 1 year full-time, or part-time equivalent | 0100651 | https://www.uow.edu.au/study/courses/graduate-diploma-in-occupational-health-and-safety/
University of Wollongong (UOW) | Graduate Diploma in TESOL | posgrado | Educación | 1 year full-time, or part-time equivalent | 020206J | https://www.uow.edu.au/study/courses/graduate-diploma-in-tesol/
University of Wollongong (UOW) | Master of Applied Finance (Double Specialisation) | maestria | Finanzas y Contabilidad | 2 years full-time, or part-time equivalent | 087684C | https://www.uow.edu.au/study/courses/master-of-applied-finance-double-specialisation/
University of Wollongong (UOW) | Master of Applied Finance (Single Specialisation) | maestria | Finanzas y Contabilidad | 1.5 years full-time, or part-time equivalent | 083838M | https://www.uow.edu.au/study/courses/master-of-applied-finance-single-specialisation/
University of Wollongong (UOW) | Master of Business | maestria | Negocios | 1.5 years full-time, or part-time equivalent | 0100307 | https://www.uow.edu.au/study/courses/master-of-business/
University of Wollongong (UOW) | Master of Business - Master of Business Analytics | maestria | Negocios | 2 years full-time, or part-time equivalent | 120569E | https://www.uow.edu.au/study/courses/master-of-business---master-of-business-analytics/
University of Wollongong (UOW) | Master of Business - Master of Human Resource Management | maestria | Negocios | 2 years full-time, or part-time equivalent | 120557J | https://www.uow.edu.au/study/courses/master-of-business---master-of-human-resource-management/
University of Wollongong (UOW) | Master of Business - Master of International Business | maestria | Negocios | 2 years full-time, or part-time equivalent | 120556K | https://www.uow.edu.au/study/courses/master-of-business---master-of-international-business/
University of Wollongong (UOW) | Master of Business - Master of Marketing | maestria | Negocios | 2 years full-time, or part-time equivalent | 120554A | https://www.uow.edu.au/study/courses/master-of-business---master-of-marketing/
University of Wollongong (UOW) | Master of Business - Master of Project Management | maestria | Negocios | 2 years full-time, or part-time equivalent | 120555M | https://www.uow.edu.au/study/courses/master-of-business---master-of-project-management/
University of Wollongong (UOW) | Master of Business Administration | mba | Negocios | 1.5 years full-time, or part-time equivalent | 013031G | https://www.uow.edu.au/study/courses/master-of-business-administration/
University of Wollongong (UOW) | Master of Business Administration Advanced | mba | Negocios | 2 years full-time, or part-time equivalent | 048696M | https://www.uow.edu.au/study/courses/master-of-business-administration-advanced/
University of Wollongong (UOW) | Master of Business Analytics | maestria | Tecnología | 1.5 years full-time, or part-time equivalent | 0100316 | https://www.uow.edu.au/study/courses/master-of-business-analytics/
University of Wollongong (UOW) | Master of Business Analytics - Master of Human Resource Management | maestria | Tecnología | 2 years full-time, or part-time equivalent | 120570A | https://www.uow.edu.au/study/courses/master-of-business-analytics---master-of-human-resource-management/
University of Wollongong (UOW) | Master of Business Analytics - Master of International Business | maestria | Tecnología | 2 years full-time, or part-time equivalent | 120532G | https://www.uow.edu.au/study/courses/master-of-business-analytics---master-of-international-business/
University of Wollongong (UOW) | Master of Business Analytics - Master of Marketing | maestria | Tecnología | 2 years full-time, or part-time equivalent | 120533F | https://www.uow.edu.au/study/courses/master-of-business-analytics---master-of-marketing/
University of Wollongong (UOW) | Master of Business Analytics - Master of Professional Accounting | maestria | Tecnología | 2 years full-time, or part-time equivalent | 120546A | https://www.uow.edu.au/study/courses/master-of-business-analytics---master-of-professional-accounting/
University of Wollongong (UOW) | Master of Business Analytics - Master of Project Management | maestria | Tecnología | 2 years full-time, or part-time equivalent | 120534E | https://www.uow.edu.au/study/courses/master-of-business-analytics---master-of-project-management/
University of Wollongong (UOW) | Master of Business Analytics - Master of Supply Chain Management | maestria | Tecnología | 2 years full-time, or part-time equivalent | 120539M | https://www.uow.edu.au/study/courses/master-of-business-analytics---master-of-supply-chain-management/
University of Wollongong (UOW) | Master of Clinical Exercise Physiology | maestria | Deporte y Ciencias del Ejercicio | 1.5 years full-time | 083831G | https://www.uow.edu.au/study/courses/master-of-clinical-exercise-physiology/
University of Wollongong (UOW) | Master of Computer Science | maestria | Tecnología | 2 years full-time, or part-time equivalent | 083839K | https://www.uow.edu.au/study/courses/master-of-computer-science/
University of Wollongong (UOW) | Master of Computing | maestria | Tecnología | 1.5 years full-time, or part-time equivalent | 108454F | https://www.uow.edu.au/study/courses/master-of-computing/
University of Wollongong (UOW) | Master of Earth and Environmental Sciences | maestria | Ciencias Ambientales | 2 years full-time, or part-time equivalent | 097266E | https://www.uow.edu.au/study/courses/master-of-earth-and-environmental-sciences/
University of Wollongong (UOW) | Master of Education | maestria | Educación | 1.5 years full-time, or part-time equivalent | 083833E | https://www.uow.edu.au/study/courses/master-of-education/
University of Wollongong (UOW) | Master of Education Extension | maestria | Educación | 2 years full-time, or part-time equivalent | 0101659 | https://www.uow.edu.au/study/courses/master-of-education-extension/
University of Wollongong (UOW) | Master of Engineering | maestria | Ingeniería | 2 years full-time, or part-time equivalent | 083844B | https://www.uow.edu.au/study/courses/master-of-engineering/
University of Wollongong (UOW) | Master of Engineering Management | maestria | Ingeniería | 1 year full-time, or part-time equivalent | 051350M | https://www.uow.edu.au/study/courses/master-of-engineering-management/
University of Wollongong (UOW) | Master of Financial Technology | maestria | Finanzas y Contabilidad | 1.5 years full-time, or part-time equivalent | 115301J | https://www.uow.edu.au/study/courses/master-of-financial-technology/
University of Wollongong (UOW) | Master of Financial Technology Extension | maestria | Finanzas y Contabilidad | 2 years full-time, or part-time equivalent | 115302H | https://www.uow.edu.au/study/courses/master-of-financial-technology-extension/
University of Wollongong (UOW) | Master of Fisheries Policy | maestria | Ciencias Ambientales | 1 year full-time, or part-time equivalent | 068542G | https://www.uow.edu.au/study/courses/master-of-fisheries-policy/
University of Wollongong (UOW) | Master of Human Resource Management | maestria | Negocios | 1.5 years full-time, or part-time equivalent | 0100309 | https://www.uow.edu.au/study/courses/master-of-human-resource-management/
University of Wollongong (UOW) | Master of Human Resource Management - Master of Marketing | maestria | Negocios | 2 years full-time, or part-time equivalent | 120543D | https://www.uow.edu.au/study/courses/master-of-human-resource-management---master-of-marketing/
University of Wollongong (UOW) | Master of Information Technology | maestria | Tecnología | 2 years full-time, or part-time equivalent | 083840F | https://www.uow.edu.au/study/courses/master-of-information-technology/
University of Wollongong (UOW) | Master of International Business | maestria | Negocios | 1.5 years full-time, or part-time equivalent | 0100310 | https://www.uow.edu.au/study/courses/master-of-international-business/
University of Wollongong (UOW) | Master of International Business - Master of Marketing | maestria | Negocios | 2 years full-time, or part-time equivalent | 120537B | https://www.uow.edu.au/study/courses/master-of-international-business---master-of-marketing/
University of Wollongong (UOW) | Master of International Relations | maestria | Relaciones Internacionales | 1.5 years full-time, or part-time equivalent | 099679A | https://www.uow.edu.au/study/courses/master-of-international-relations-15-years/
University of Wollongong (UOW) | Master of International Relations Extension | maestria | Relaciones Internacionales | 2 years full-time, or part-time equivalent | 099680G | https://www.uow.edu.au/study/courses/master-of-international-relations-extension/
University of Wollongong (UOW) | Master of Laws | maestria | Derecho | 1 year full-time, or part-time equivalent | 104749A | https://www.uow.edu.au/study/courses/master-of-laws/
University of Wollongong (UOW) | Master of Maritime Policy | maestria | Relaciones Internacionales | 1 year full-time, or part-time equivalent | 017740B | https://www.uow.edu.au/study/courses/master-of-maritime-policy/
University of Wollongong (UOW) | Master of Marketing | maestria | Negocios | 1.5 years full-time, or part-time equivalent | 0100315 | https://www.uow.edu.au/study/courses/master-of-marketing/
University of Wollongong (UOW) | Master of Marketing - Master of Project Management | maestria | Negocios | 2 years full-time, or part-time equivalent | 120535D | https://www.uow.edu.au/study/courses/master-of-marketing---master-of-project-management/
University of Wollongong (UOW) | Master of Mathematical Sciences | maestria | Matemáticas | 2 years full-time, or part-time equivalent | 111163B | https://www.uow.edu.au/study/courses/master-of-mathematical-sciences/
University of Wollongong (UOW) | Master of Medical Biotechnology | maestria | Ciencias | 2 years full-time, or part-time equivalent | 097264G | https://www.uow.edu.au/study/courses/master-of-medical-biotechnology/
University of Wollongong (UOW) | Master of Medicinal Chemistry | maestria | Ciencias | 2 years full-time, or part-time equivalent | 097263G | https://www.uow.edu.au/study/courses/master-of-medicinal-chemistry/
University of Wollongong (UOW) | Master of Nursing (Pre-Registration) | maestria | Enfermería | 2 years full-time | 108467A | https://www.uow.edu.au/study/courses/master-of-nursing-pre-registration/
University of Wollongong (UOW) | Master of Nutrition and Dietetics | maestria | Nutrición | 2 years full-time | 007054G | https://www.uow.edu.au/study/courses/master-of-nutrition-and-dietetics/
University of Wollongong (UOW) | Master of Occupational Health and Safety | maestria | Salud | 1.5 years full-time, or part-time equivalent | 0100650 | https://www.uow.edu.au/study/courses/master-of-occupational-health-and-safety/
University of Wollongong (UOW) | Master of Occupational Health and Safety Extension | maestria | Salud | 2 years full-time, or part-time equivalent | 0100649 | https://www.uow.edu.au/study/courses/master-of-occupational-health-and-safety-extension/
University of Wollongong (UOW) | Master of Occupational Hygiene | maestria | Salud | 1.5 years full-time, or part-time equivalent | 0100652 | https://www.uow.edu.au/study/courses/master-of-occupational-hygiene/
University of Wollongong (UOW) | Master of Philosophy - Faculty of Arts, Society and Business | maestria | Humanidades | 2 years full-time, or part-time equivalent | - | https://www.uow.edu.au/study/courses/master-of-philosophy---asb/
University of Wollongong (UOW) | Master of Philosophy - Faculty of Business and Law | maestria | Negocios | 2 years full-time, or part-time equivalent | - | https://www.uow.edu.au/study/courses/master-of-philosophy---bal/
University of Wollongong (UOW) | Master of Philosophy - SMAH | maestria | Ciencias | 2 years full-time, or part-time equivalent | - | https://www.uow.edu.au/study/courses/master-of-philosophy---smah/
University of Wollongong (UOW) | Master of Philosophy- Faculty of Engineering and Information Sciences | maestria | Ingeniería | 2 years full-time, or part-time equivalent | 078366C | https://www.uow.edu.au/study/courses/master-of-philosophy---eis/
University of Wollongong (UOW) | Master of Professional Accounting | maestria | Finanzas y Contabilidad | 1.5 years full-time, or part-time equivalent | 087681F | https://www.uow.edu.au/study/courses/master-of-professional-accounting/
University of Wollongong (UOW) | Master of Professional Accounting Advanced | maestria | Finanzas y Contabilidad | 2 years full-time, or part-time equivalent | 087680G | https://www.uow.edu.au/study/courses/master-of-professional-accounting-advanced/
University of Wollongong (UOW) | Master of Professional Psychology | maestria | Psicología | 1 year full-time, or part-time equivalent | 099429G | https://www.uow.edu.au/study/courses/master-of-professional-psychology/
University of Wollongong (UOW) | Master of Project Management | maestria | Negocios | 1.5 years full-time, or part-time equivalent | 099974E | https://www.uow.edu.au/study/courses/master-of-project-management/
University of Wollongong (UOW) | Master of Project Management - Master of Supply Chain Management | maestria | Negocios | 2 years full-time, or part-time equivalent | 120538A | https://www.uow.edu.au/study/courses/master-of-project-management---master-of-supply-chain-management/
University of Wollongong (UOW) | Master of Psychology (Clinical) | maestria | Psicología | 2 years full-time, or part-time equivalent | 027467J | https://www.uow.edu.au/study/courses/master-of-psychology-clinical/
University of Wollongong (UOW) | Master of Public Health | maestria | Salud | 1 year full-time, or part-time equivalent | 109392G | https://www.uow.edu.au/study/courses/master-of-public-health/
University of Wollongong (UOW) | Master of Public Health Extension | maestria | Salud | 2 years full-time, or part-time equivalent | 0100648 | https://www.uow.edu.au/study/courses/master-of-public-health-extension/
University of Wollongong (UOW) | Master of Research - Dual Award with FAU | maestria | Ciencias | 2 years full-time, or part-time equivalent | 116960K | https://www.uow.edu.au/study/courses/master-of-research---dual-award-with-fau/
University of Wollongong (UOW) | Master of Research - Faculty of Engineering and Information Sciences | maestria | Ingeniería | 2 years full-time, or part-time equivalent | 091520M | https://www.uow.edu.au/study/courses/master-of-research---eis/
University of Wollongong (UOW) | Master of Research - SMAH | maestria | Ciencias | 2 years full-time, or part-time equivalent | 091522J | https://www.uow.edu.au/study/courses/master-of-research---smah/
University of Wollongong (UOW) | Master of Science (Medical Radiation Physics) | maestria | Ciencias | 2 years full-time, or part-time equivalent | 067176M | https://www.uow.edu.au/study/courses/master-of-science-medical-radiation-physics/
University of Wollongong (UOW) | Master of Social Work (Qualifying) | maestria | Trabajo Social | 2 years full-time, or part-time equivalent | 094540E | https://www.uow.edu.au/study/courses/master-of-social-work-qualifying/
University of Wollongong (UOW) | Master of Supply Chain Management | maestria | Negocios | 1.5 years full-time, or part-time equivalent | 099973F | https://www.uow.edu.au/study/courses/master-of-supply-chain-management/
University of Wollongong (UOW) | Master of Teaching (Primary) | maestria | Educación | 2 years full-time, or part-time equivalent | 080833G | https://www.uow.edu.au/study/courses/master-of-teaching-primary/
University of Wollongong (UOW) | Master of Teaching (Secondary) | maestria | Educación | 2 years full-time, or part-time equivalent | 080834F | https://www.uow.edu.au/study/courses/master-of-teaching-secondary/

# --- Macallan College Pty Ltd trading as Macallan College · RTO 41030 · CRICOS 03468F · macallan.edu.au · Adelaide/Sydney/Brisbane/Perth, Australia ---
Macallan College | AUR30620 - Certificate III in Light Vehicle Mechanical Technology | curso_corto | Automotriz | 78 Weeks | AUR30620 | https://macallan.edu.au/aur30620-certificate-iii-in-light-vehicle-mechanical-technology/
Macallan College | AUR30320 - Certificate III in Automotive Electrical Technology | curso_corto | Automotriz | 26 Weeks | AUR30320 | https://macallan.edu.au/aur30320-certificate-iii-in-automotive-electrical-technology/
Macallan College | AUR40216 - Certificate IV in Automotive Mechanical Diagnosis | curso_corto | Automotriz | 26 Weeks | AUR40216 | https://macallan.edu.au/aur40216-certificate-iv-in-automotive-mechanical-diagnosis/
Macallan College | AUR50216 - Diploma of Automotive Technology | diplomado | Automotriz | 52 Weeks | AUR50216 | https://macallan.edu.au/aur50216-diploma-of-automotive-technology/
Macallan College | CPC31920 - Certificate III in Joinery | curso_corto | Construccion y Oficios | 14 Weeks | CPC31920 | https://macallan.edu.au/cpc31920-certificate-iii-joinery/
Macallan College | CPC30220 - Certificate III in Carpentry | curso_corto | Construccion y Oficios | 52 Weeks | CPC30220 | https://macallan.edu.au/cpc30220-certificate-iii-in-carpentry/
Macallan College | MSF30322 - Certificate III in Cabinet Making and Timber Technology | curso_corto | Construccion y Oficios | 52 Weeks | MSF30322 | https://macallan.edu.au/msf30322-certificate-iii-in-cabinet-making-and-timber-technology/
Macallan College | CPC33020 - Certificate III in Bricklaying and Blocklaying | curso_corto | Construccion y Oficios | 52 Weeks | CPC33020 | https://macallan.edu.au/cpc33020-certificate-iii-bricklaying-blocklaying/
Macallan College | CPC32620 - Certificate III in Roof Plumbing | curso_corto | Construccion y Oficios | 52 Weeks | CPC32620 | https://macallan.edu.au/cpc32620-certificate-iii-roof-plumbing/
Macallan College | CPC31320 - Certificate III in Wall and Floor Tiling | curso_corto | Construccion y Oficios | 52 Weeks | CPC31320 | https://macallan.edu.au/cpc31320-certificate-iii-wall-floor-tiling/
Macallan College | CPC31020 - Certificate III in Solid Plastering | curso_corto | Construccion y Oficios | 52 Weeks | CPC31020 | https://macallan.edu.au/cpc31020-certificate-iii-solid-plastering/
Macallan College | CPC40120 Certificate IV in Building and Construction | curso_corto | Construccion y Oficios | 52 Weeks | CPC40120 | https://macallan.edu.au/cpc40120-certificate-iv-building-construction/
Macallan College | CPC50220 - Diploma of Building and Construction (Building) | diplomado | Construccion y Oficios | 78 Weeks | CPC50220 | https://macallan.edu.au/cpc50220-diploma-of-building-and-construction-building/
Macallan College | SIT30821 - Certificate III in Commercial Cookery | curso_corto | Gastronomia | 52 Weeks | SIT30821 | https://macallan.edu.au/sit30821-certificate-iii-commercial-cookery/
Macallan College | SIT40521 - Certificate IV in Kitchen Management | curso_corto | Gastronomia | 26 Weeks | SIT40521 | https://macallan.edu.au/sit40521-certificate-iv-in-kitchen-management/
Macallan College | SIT50422 - Diploma of Hospitality Management | diplomado | Hospitalidad | 26 Weeks | SIT50422 | https://macallan.edu.au/sit50422-diploma-of-hospitality-management/
Macallan College | SIT60322 - Advanced Diploma of Hospitality Management | diplomado | Hospitalidad | 26 Weeks | SIT60322 | https://macallan.edu.au/sit60322-advanced-diploma-of-hospitality-management/
Macallan College | BSB80120 - Graduate Diploma of Management (Learning) | posgrado | Negocios | 104 Weeks | BSB80120 | https://macallan.edu.au/bsb80120-graduate-diploma-of-management-learning/
Macallan College | BSB60420 - Advanced Diploma of Leadership and Management | diplomado | Negocios | 52 Weeks | BSB60420 | https://macallan.edu.au/bsb60420-advanced-diploma-of-leadership-and-management/
Macallan College | BSB50420 - Diploma of Leadership and Management | diplomado | Negocios | 52 Weeks | BSB50420 | https://macallan.edu.au/bsb50420-diploma-of-leadership-and-management/
Macallan College | CHC30121 - Certificate III in Early Childhood Education and Care | curso_corto | Educacion | 52 Weeks | CHC30121 | https://macallan.edu.au/chc30121-certificate-iii-in-early-childhood-education-and-care/
Macallan College | CHC33021 - Certificate III in Individual Support | curso_corto | Salud y Servicios Sociales | 52 Weeks | CHC33021 | https://macallan.edu.au/chc33021-certificate-iii-in-individual-support/
Macallan College | CHC43121 - Certificate IV in Disability Support | curso_corto | Salud y Servicios Sociales | 52 Weeks | CHC43121 | https://macallan.edu.au/chc43121-certificate-iv-in-disability-support/
Macallan College | CHC43015 - Certificate IV in Ageing Support | curso_corto | Salud y Servicios Sociales | 56 Weeks | CHC43015 | https://macallan.edu.au/chc43015-certificate-iv-in-ageing-support/
Macallan College | CHC50121 - Diploma of Early Childhood Education and Care | diplomado | Educacion | 52 Weeks | CHC50121 | https://macallan.edu.au/chc50121-diploma-of-early-childhood-education-and-care/
Macallan College | CHC52021 - Diploma of Community Services | diplomado | Salud y Servicios Sociales | 104 Weeks | CHC52021 | https://macallan.edu.au/chc52021-diploma-of-community-services/
Macallan College | General English | curso_corto | Idiomas | 10 semanas por nivel | CRICOS 089953D | https://macallan.edu.au/general-english/

# --- Bendigo Kangan Institute trading as Kangan Institute · RTO 3077 · CRICOS 01218G · www.kangan.edu.au · Melbourne, Australia ---
# SOLO la seccion International (/international/for-students/international-courses). El catalogo domestico (~10 departamentos, cientos de cursos, con aprendizajes/traineeships) NO se carga. Ver NOTAS.
Kangan Institute | Diploma Of Community Services | diplomado | Salud y Servicios Sociales | 21 months | CHC52025 | https://www.kangan.edu.au/international/for-students/international-courses
Kangan Institute | Certificate III In Light Vehicle Mechanical Technology | curso_corto | Automotriz | 1 year | AUR30620 (CRICOS 103615A) | https://www.kangan.edu.au/international/for-students/international-courses
Kangan Institute | Diploma Of Automotive Technology | diplomado | Automotriz | 6 months | AUR50216 (CRICOS 091698G) | https://www.kangan.edu.au/international/for-students/international-courses
Kangan Institute | Certificate IV In Automotive Mechanical Diagnosis | curso_corto | Automotriz | 6 months | AUR40216 (CRICOS 091651M) | https://www.kangan.edu.au/international/for-students/international-courses

# --- Victoria University · campus VU Sydney · CRICOS 02475D (Sydney) · www.vu.edu.au · Sydney, Australia ---
# SOLO la oferta del campus VU Sydney (subconjunto de Victoria University). El catalogo Melbourne NO se carga. Ver NOTAS.
Victoria University (VU Sydney) | Diploma of Information Technology - VU Sydney | pregrado | Tecnologia | 1 year (2 semesters of study) | CRICOS 093392J | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/higher-education-diploma-courses-vu-sydney/diploma-of-information-technology
Victoria University (VU Sydney) | Diploma of Business (Enterprise) - VU Sydney | pregrado | Negocios | 1 year (2 semesters of study) | CRICOS 093391K | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/higher-education-diploma-courses-vu-sydney/diploma-of-business-enterprise
Victoria University (VU Sydney) | Bachelor of Business - VU Sydney | bachelor | Negocios | 3 years (6 semesters of study) | CRICOS 092820B | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/undergraduate-courses-vu-sydney/bachelor-of-business
Victoria University (VU Sydney) | Bachelor of Cyber Security - VU Sydney | bachelor | Tecnologia | 3 years (6 semesters of study) | CRICOS 105067H | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/undergraduate-courses-vu-sydney/bachelor-of-cyber-security
Victoria University (VU Sydney) | Bachelor of Information Technology - VU Sydney | bachelor | Tecnologia | 3 years (6 semesters of study) | CRICOS 093390M | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/undergraduate-courses-vu-sydney/bachelor-of-information-technology
Victoria University (VU Sydney) | Bachelor of Early Childhood Education - VU Sydney | bachelor | Educacion | 3 years (6 semesters of study) | CRICOS 115485G | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/undergraduate-courses-vu-sydney/bachelor-of-early-childhood-education-vu-sydney
Victoria University (VU Sydney) | Bachelor of Early Childhood Education and Leadership - VU Sydney | bachelor | Educacion | 4 years (8 semesters of study) | CRICOS 115486F | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/undergraduate-courses-vu-sydney/bachelor-of-early-childhood-education-and-leadership-vu-sydney
Victoria University (VU Sydney) | Master of Business Administration (Global) - VU Sydney | mba | Negocios | 4 semesters of study | CRICOS 105070B | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/postgraduate-courses-vu-sydney/master-of-business-administration-global-vu-sydney
Victoria University (VU Sydney) | Master of Applied Information Technology - VU Sydney | maestria | Tecnologia | 4 semesters of study | CRICOS 083015F | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/postgraduate-courses-vu-sydney/master-of-applied-information-technology
Victoria University (VU Sydney) | Master of Business Analytics - VU Sydney | maestria | Negocios | 4 semesters of study | CRICOS 105072M | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/postgraduate-courses-vu-sydney/master-of-business-analytics
Victoria University (VU Sydney) | Master of Enterprise Resource Planning - VU Sydney | maestria | Tecnologia | 4 semesters of study | CRICOS 103278B | https://www.vu.edu.au/vu-sydney/courses-at-vu-sydney/postgraduate-courses-vu-sydney/master-of-enterprise-resource-planning
