lote,linea,motivo,contenido
05,1,tiene 1 columnas y deben ser 7,﻿# Lote 05 · 2026-08-07
28,-,duplicado (misma institución y nombre),SAE University College | Associate Degree of Design & Visual Communication
28,-,duplicado (misma institución y nombre),SAE University College | Diploma of Graphic Design
28,-,duplicado (misma institución y nombre),SAE University College | Associate Degree of Film
28,-,duplicado (misma institución y nombre),SAE University College | Diploma of Film
28,-,duplicado (misma institución y nombre),SAE University College | Associate Degree of Games Development
28,-,duplicado (misma institución y nombre),SAE University College | Graduate Diploma of Creative Industries
28,-,duplicado (misma institución y nombre),SAE University College | Graduate Certificate in Creative Industries
28,-,duplicado (misma institución y nombre),SAE University College | Diploma of Creative Industries
28,-,duplicado (misma institución y nombre),SAE University College | Associate Degree of Creative Industries
28,-,duplicado (misma institución y nombre),SAE University College | Bachelor of Creative Industries
28,-,duplicado (misma institución y nombre),SAE University College | Associate Degree of Music
28,-,duplicado (misma institución y nombre),SAE University College | Bachelor of Music
28,-,duplicado (misma institución y nombre),SAE University College | Diploma of Music
28,-,duplicado (misma institución y nombre),SAE University College | Diploma of Computer Science
28,-,duplicado (misma institución y nombre),SAE University College | Associate Degree of Computer Science
28,-,duplicado (misma institución y nombre),SAE University College | Bachelor of Computer Science
28,-,duplicado (misma institución y nombre),SAE University College | Diploma of VFX
28,-,duplicado (misma institución y nombre),SAE University College | Master of Information Technology
28,-,duplicado (misma institución y nombre),SAE University College | Graduate Certificate of Software Development
28,-,duplicado (misma institución y nombre),SAE University College | Diploma of Cyber Security
28,-,duplicado (misma institución y nombre),SAE University College | Bachelor of Games Development (Games Programming)
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Bachelor of Accounting
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Bachelor of Business
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Bachelor of Communication
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Bachelor of Health Science
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Bachelor of Engineering (Honours)
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Bachelor of Engineering Science
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Bachelor of Information Systems
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Bachelor of Information and Communications Technology
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Bachelor of Social Science
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Master of Professional Accounting (Advanced)
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Master of Business Administration
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Master of Information and Communications Technology
29,-,duplicado (misma institución y nombre),Western Sydney University Sydney City Campus | Master of Health Science
32,-,duplicado (misma institución y nombre),NABA - Nuova Accademia di Belle Arti | Fashion Design
32,-,duplicado (misma institución y nombre),ACAP University College | Undergraduate Certificate in Psychological Science
32,-,duplicado (misma institución y nombre),ACAP University College | Associate Degree of Criminal Justice
32,-,duplicado (misma institución y nombre),ACAP University College | Diploma of Counselling Skills
32,-,duplicado (misma institución y nombre),ACAP University College | Bachelor of Psychological Science
32,-,duplicado (misma institución y nombre),ACAP University College | Bachelor of Psychological Science and Counselling
32,-,duplicado (misma institución y nombre),ACAP University College | Bachelor of Psychological Science and Criminology
32,-,duplicado (misma institución y nombre),ACAP University College | Bachelor of Psychological Science (Honours)
32,-,duplicado (misma institución y nombre),ACAP University College | Bachelor of Counselling
32,-,duplicado (misma institución y nombre),ACAP University College | Bachelor of Criminology and Justice
32,-,duplicado (misma institución y nombre),ACAP University College | Bachelor of Social Work
32,-,duplicado (misma institución y nombre),ACAP University College | Graduate Certificate of Psychological Science
32,-,duplicado (misma institución y nombre),ACAP University College | Graduate Diploma of Psychological Science
32,-,duplicado (misma institución y nombre),ACAP University College | Graduate Certificate of Counselling
32,-,duplicado (misma institución y nombre),ACAP University College | Graduate Certificate of Human Services
32,-,duplicado (misma institución y nombre),ACAP University College | Graduate Certificate of Applied Coaching
32,-,duplicado (misma institución y nombre),ACAP University College | Graduate Certificate in Business Administration
32,-,duplicado (misma institución y nombre),ACAP University College | Graduate Diploma of Business Administration
32,-,duplicado (misma institución y nombre),ACAP University College | Master of Business Administration (MBA)
32,-,duplicado (misma institución y nombre),ACAP University College | Master of Counselling and Psychotherapy
32,-,duplicado (misma institución y nombre),ACAP University College | Master of Professional Psychology
32,-,duplicado (misma institución y nombre),ACAP University College | Master of Psychology (Clinical)
32,-,duplicado (misma institución y nombre),ACAP University College | Master of Psychology Practice (Clinical)
32,-,duplicado (misma institución y nombre),ACAP University College | Master of Social Work (Qualifying)
33,-,duplicado (misma institución y nombre),EQUALS International | Master of Social Work (Qualifying)
33,-,duplicado (misma institución y nombre),EQUALS International | Bachelor of Human Services
33,-,duplicado (misma institución y nombre),EQUALS International | Diploma in Human Services
33,-,duplicado (misma institución y nombre),EQUALS International | Diploma of Community Services
33,-,duplicado (misma institución y nombre),EQUALS International | Diploma of Early Childhood Education and Care
33,-,duplicado (misma institución y nombre),EQUALS International | Diploma of Mental Health
33,-,duplicado (misma institución y nombre),EQUALS International | Advanced Diploma of Community Sector Management
33,-,duplicado (misma institución y nombre),EQUALS International | Certificate III in Early Childhood Education and Care
33,-,duplicado (misma institución y nombre),EQUALS International | Advanced Diploma of Nursing (Mental Health)
33,-,duplicado (misma institución y nombre),EQUALS International | Diploma of Nursing
33,-,duplicado (misma institución y nombre),EQUALS International | Certificate III in Pathology (Pathology Collection)
33,-,duplicado (misma institución y nombre),EQUALS International | Certificate III in Dental Assisting
33,-,duplicado (misma institución y nombre),EQUALS International | Certificate III in Allied Health Assistance
33,-,duplicado (misma institución y nombre),EQUALS International | Certificate III in Health Administration
33,-,duplicado (misma institución y nombre),EQUALS International | Certificate III in Health Services Assistance
33,-,duplicado (misma institución y nombre),EQUALS International | Advanced Diploma of Ayurveda
33,-,duplicado (misma institución y nombre),EQUALS International | Diploma of Ayurvedic Lifestyle Consultation
33,-,duplicado (misma institución y nombre),EQUALS International | Diploma Remedial Massage
33,-,duplicado (misma institución y nombre),EQUALS International | Certificate III in Individual Support (Ageing and Disability)
33,-,duplicado (misma institución y nombre),EQUALS International | Diploma of Leadership and Management
