lote,veredicto,motivo,institucion,dominio_responde,dominio_real,nombre_real,nombre_coincide,url_programas,cantidad,niveles,tipo,alerta
20,corregir,"apunta al dominio del grupo, no al propio",Discover English,redirige,www.discoverenglish.vic.edu.au (301 desde discoverenglish.com.au y www.),Discover English (CRICOS 03262J),si,https://www.discoverenglish.vic.edu.au/courses,~10,"Idiomas: General English, EIAP (IELTS/academico), Cambridge B2 First / C1 Advanced / C2 Proficiency, English+Demi-Pair, English+Hotel Internship, English+Teaching, study tours, programa junior",institucion,"El dominio de la ficha (.com.au) ya NO es del colegio: esta en un parking ""DNS Package"" cuyo certificado TLS es de suspended.dnspackage.com y hace 301 a discoverenglish.vic.edu.au — actualizar el dato. Ademas: Discover English es college miembro de Academies Australasia, el MISMO grupo paraguas que la ficha ""Clarendon Business College"" de este lote. Banner ""We have moved!"" (nueva sede Level 7, 628 Bourke St, Melbourne)."
20,corregir,"apunta al dominio del grupo, no al propio",The University of Alabama at Birmingham,si,www.uab.edu,The University of Alabama at Birmingham (UAB),si,https://www.uab.edu/degrees/,280+ (cifra del propio sitio),"Pregrado, Postgrado, doctorados, certificados, online",institucion,"El dominio es el correcto (universidad real, no micrositio). Pero `partner_group`=INTO y los pathways de INTO NO viven en uab.edu sino en el micrositio del partner: extraer de este dominio traera el catalogo completo de UAB, mas amplio que lo realmente vendible via INTO. Nota menor: UAB pertenece al University of Alabama System (uasystem.edu), pero uab.edu es su dominio propio, no el del holding."
20,revisar_a_mano,catálogo no enumerable,BCIT,si,www.bcit.ca,British Columbia Institute of Technology (BCIT),si,https://www.bcit.ca/programs/,300+ programas + ~1.000 cursos de Flexible Learning (cifras del propio sitio),"Certificado, Associate Certificate, Diploma, Bachelor, Master, aprendizajes/trades",institucion,"El nombre de la ficha es solo la sigla; el nombre legal es British Columbia Institute of Technology. /programs/ es un hub con buscador por 6 areas de estudio, no una lista estatica — la extraccion necesita recorrer las 6 areas. `puede_vender` mezcla ""Pregrado & Postgrado"" con ""Todos los programas"" (redundante)."
20,observacion,"`puede_vender`=""Solo Postgrado"" pero EAE SI ofrece 2 grados (ADE y Marketing & Comunicacion Digital) en ambos campus — c",EAE Business School,si,www.eae.es,EAE Business School (razones sociales: EAE Institucion Superior de Formacion Universitaria S.L. · Barcelona / EAE Madrid Centro Educacion Superior S.L.U. · Madrid),si,https://www.eae.es/masters-y-posgrados,~80+,"Grado (2), Master, MBA (full-time, executive, international y especializados), Master universitario oficial. Sin doctorado",institucion,"`puede_vender`=""Solo Postgrado"" pero EAE SI ofrece 2 grados (ADE y Marketing & Comunicacion Digital) en ambos campus — confirmar si la exclusion de pregrado es deliberada del acuerdo o un error de ficha. Pertenencia a Planeta Formacion y Universidades confirmada en el sitio (coincide con partner_group). tipo_adivinado=""curso_corto"" es erroneo."
20,corregir,nombre distinto al real,Ifalpes,si,ifalpes.com,"IFALPES KLF Annecy — ""escuela de frances del grupo Keep Learning French""",parcial,https://ifalpes.com/french-courses/,~15,"Idiomas: standard, intensivo, premium/super intensivo, university pathway, preparacion de examenes, clases privadas (online y presencial), seniors, principiantes, business, grupos, campamentos junior, formacion de profesores (Erasmus+), clases nocturnas online",institucion,"La marca actual es ""IFALPES KLF Annecy"": la escuela ya opera bajo el grupo Keep Learning French (Montpellier, Lyon, Burdeos, Toulouse), pero la ficha tiene `partner_group`=null mientras la ficha hermana de este mismo lote (Newdeal Institut, la sede de Burdeos del MISMO grupo) si lo trae — dato inconsistente entre fichas de la misma red. Ademas `puede_vender`=[] vacio y `ciudad`=null para un instituto de idiomas en Annecy."
20,revisar_a_mano,catálogo no enumerable,Lambton College,si,www.lambtoncollege.ca,Lambton College,si,https://www.lambtoncollege.ca/programs/programs,? (el sitio no publica conteo),"Certificado, Diploma, Advanced Diploma, Graduate Certificate, aprendizajes, nursing",institucion,"DISCREPANCIA DE SEDES: la ficha dice ""Sarnia, Toronto, Mississauga"" pero el sitio solo declara la direccion de Sarnia (1457 London Rd) y menciona Ottawa en la seccion International; /custom/LambtonCollege/toronto/ devuelve una pagina 404. Los campus de Toronto/Mississauga eran public-private partnerships (modelo Cestar College) que Ontario esta desmontando — VERIFICAR VIGENCIA antes de vender esas sedes. El listado ademas no es estatico: obliga a elegir tipo de aplicante (Full-Time / International / Apprenticeship / Continuing Ed) antes de mostrar programas."
20,observacion,"La `ciudad` de la ficha dice ""Budeos"" — typo de Burdeos/Bordeaux, corregir. Grupo KLF confirmado en el sitio (coincide c",Newdeal Institut,si,francais.newdealinstitut.com,"Newdeal Institut — se presenta como ""KLF Bordeaux – Newdeal Institut"", escuela del grupo KLF (Keep Learning French)",si,https://francais.newdealinstitut.com/es/cursos-de-frances-en-francia/,~12,"Idiomas: estandar, intensivo, university pathway, premium intensivo, DELF/DALF, clases particulares, au pair, seniors, online, frances profesional/business, grupos, programas junior de verano",institucion,"La `ciudad` de la ficha dice ""Budeos"" — typo de Burdeos/Bordeaux, corregir. Grupo KLF confirmado en el sitio (coincide con partner_group). Es centro examinador oficial TCF, DELF, DALF y TEF. Sin observaciones criticas."
20,inservible,dominio muerto,TLA The Language Academy,no,languageacademy.com,?,?,?,?,?,?,"SITIO CAIDO POR ERROR DE SERVIDOR: HTTP 500 Internal Server Error consistente en apex, www, http->https y rutas internas, con UA de Chrome. NO es el patron Cloudflare (no hay challenge ""Just a moment"", el 500 lo emite el origen y Cloudflare lo pasa con cf-cache-status DYNAMIC) y NO es dominio muerto (DNS publico 8.8.8.8 resuelve a 104.21.93.209 / 172.67.214.121). El dominio SI es el oficial de TLA (Fort Lauderdale, 200 S Andrews Ave Suite 401, acreditada ACCET). Es una caida temporal o un sitio roto: reintentar antes de dar de baja la ficha."
20,inservible,no es una institución (agencia),Study Group,si,www.studygroup.com,Study Group Limited,si,no hay pagina de programas ni de universidades socias enumerable en el dominio corporativo,17 International Study Centres & Colleges (no programas),"Pathway/foundation, pre-master, pre-sessional English, Bellerbys (preparacion universitaria)",agencia,"NO ES UNA INSTITUCION: es un proveedor de pathways / red que co-disena programas con universidades (la ficha lo marca category=""Proveedor"", correcto). NO TIENE CATALOGO PROPIO EXTRAIBLE: sus programas viven en los micrositios de cada universidad socia, no en studygroup.com. La ficha debe tratarse como partner_group, no como institucion vendible — de hecho ya opera asi para University of Sussex, ficha de este mismo lote."
20,corregir,dominio obsoleto,University Senior College at Adelaide University,redirige,adelaide.edu.au/study/university-senior-college/ (302 desde usc.adelaide.edu.au; www.usc.adelaide.edu.au es CNAME a online-media.adelaide.edu.au),University Senior College,parcial,https://adelaide.edu.au/study/university-senior-college/study-with-us/,? (no publica catalogo de programas),"SECUNDARIA: anos 10, 11 y 12 — NO es educacion superior",institucion,"DOS ALERTAS. (1) El subdominio de la ficha ya no sirve contenido propio: hace 302 a una seccion dentro del dominio de Adelaide University (efecto de la fusion UniSA + Adelaide en ""Adelaide University"") — actualizar la URL. (2) ERROR DE CATEGORIA: es un colegio de bachillerato independiente miembro de AISSA, no una institucion terciaria; no tiene ""programas"" en el sentido del catalogo y el tipo_adivinado=""curso_corto"" con category=null y puede_vender=[] lo dejan sin clasificar. Decidir si sigue en el catalogo."
20,inservible,el dominio es de otra institución,University of Sussex,si,www.sussex.ac.uk,University of Sussex,si,"https://www.sussex.ac.uk/study/ (con /study/undergraduate/, /study/masters, /study/phd)",500+ (cifra del propio sitio),"Pregrado, Master, PhD, foundation year, cursos cortos y online, access",institucion,"CATALOGO NO ENUMERABLE: /study/ es un buscador dinamico con dropdown de nivel/materia, no una lista estatica — la extraccion necesita recorrer los indices por nivel. Ademas `puede_vender`=""Foundation & Pre master"" via Study Group: esos programas NO viven en sussex.ac.uk sino en el Sussex International Study Centre operado por Study Group (que no aparece mencionado en la home ni en /study/). Extraer de este dominio traera la oferta directa de la universidad, que es justo lo que el acuerdo NO cubre."
20,inservible,el dominio es de otra institución,Milan Polytechnic University - MIP - POLIMI,si,www.polimi.it,Politecnico di Milano,parcial,https://www.polimi.it/formazione/corsi-di-laurea (+ /corsi-di-laurea-magistrale y /percorsi-di-alta-formazione); /en/programmes redirige a /en/education,? (el sitio no publica conteo),"Laurea (pregrado), Laurea magistrale, alta formacion, postgrado",institucion,"FICHA FANTASMA MIXTA (patron a): el nombre es el de MIP —la escuela de negocios— pero el `sitio` es el dominio de la UNIVERSIDAD ENTERA. MIP ya no existe con ese nombre: hoy es POLIMI Graduate School of Management y su dominio propio es gsom.polimi.it (verificado 200); www.mip.polimi.it NO conecta (timeout, sin respuesta). polimi.it no menciona MIP en la home. Si `puede_vender`=""Solo Postgrado"" se refiere a los MBA/master de MIP, hay que reapuntar la ficha a gsom.polimi.it — extraer de polimi.it traera todo el pregrado de ingenieria, arquitectura y diseno, que no se vende."
20,inservible,el dominio es de otra institución,Clarendon Business College,si,academies.edu.au,Academies Australasia Group Limited (est. 1908),no,"https://academies.edu.au/courses/ (del grupo, con rutas por ciudad: /courses-syd-degrees/, /courses-mel-english/, etc.); el college figura en https://academies.edu.au/about-us/our-colleges/","180+ cualificaciones (del GRUPO ENTERO, no del college)","VET (Certificado/Diploma), ELICOS, grados via Academies Australasia Polytechnic",red,"FANTASMA CONFIRMADO (patron a): el `sitio` es el dominio del HOLDING Academies Australasia, que alberga 18 colleges en 8 ciudades + Singapur; el nombre ""Clarendon Business College"" NO aparece en la home. El college SI existe (listado en /about-us/our-colleges/ como RTO de Sydney fundado en 1960, especializado en contabilidad/servicios financieros, gestion de negocios y turismo) pero NO tiene dominio propio: clarendon.edu.au, www.clarendon.edu.au, clarendonbusinesscollege.com.au y clarendonbusinesscollege.edu.au son NXDOMAIN contra 8.8.8.8. Extraer de academies.edu.au mezclara los cursos de los 18 colleges. Ojo: ""Discover English"" (ficha de este mismo lote) es otro college del MISMO grupo — dos fichas del lote 20 cuelgan del mismo paraguas."
21,revisar_a_mano,el sitio bloquea acceso automatizado,National College of Vocational Education,bloquea,ncver.edu.au,?,?,?,?,?,?,"Cloudflare interstitial (""Just a moment..."", Cf-Mitigated: challenge) tambien con UA de Chrome, en / y en /robots.txt. NO esta muerto: resuelve a 43.245.41.48 y tiene MX de Mimecast. SOSPECHA FUERTE a verificar a mano: ncver.edu.au es el acronimo del National Centre for Vocational Education Research (organismo de investigacion VET con sede en Adelaide), no de un ""National College"". Si se confirma, no es institucion, no tiene programas que vender y la ficha entera sobra."
21,corregir,nombre distinto al real,MEGA,si,mega.edu.au,MEGA Education (ABN 23 111 742 155 · RTO 91305 · CRICOS 02657J),parcial,https://www.mega.edu.au/vet-courses/ y https://www.mega.edu.au/english-courses/,"9 ""schools"" VET + cursos de ingles; no publica conteo de cursos",VET (AQF Cert/Dip) + ELICOS,institucion,"Nombre en ficha es ""MEGA"" a secas; el real es ""MEGA Education"". Ciudad null en la ficha (el sitio no la muestra en home). puede_vender viene vacio pero si vende Vocacionales + Idiomas: inconsistente. Footer con copyright 2021."
21,revisar_a_mano,el sitio bloquea acceso automatizado,University of Newcastle,bloquea,newcastle.edu.au,?,?,?,?,?,?,"Cloudflare interstitial (""Just a moment..."", Cf-Mitigated: challenge) tambien con UA de Chrome, en / y en /robots.txt. NO esta muerto. Requiere navegador real para auditar; no se pudo confirmar nombre ni catalogo."
21,revisar_a_mano,catálogo no enumerable,Holmesglen Institute,si,holmesglen.edu.au,Holmesglen Institute of TAFE,si,https://www.holmesglen.edu.au/explore-courses,"catalogo dinamico con filtros, sin conteo publicado; 9 areas de estudio",Cert / Dip / Adv Dip + Bachelor (Higher Education) + aprendizajes + VCE Vocational Major,institucion,"CATALOGO NO ENUMERABLE: es un buscador con sort/filter, no una lista. La extraccion posterior necesita otro tratamiento. Ademas otorga bachelor pese a que la ficha lo trae como ""curso_corto"" con puede_vender vacio."
21,inservible,el dominio es de otra institución,Nova Southeastern University's Barry and Judy Silverman College of Pharmacy,si,isi-education.com,ISI Japanese Language School (ISI Inc.),no,https://www.isi-education.com/es/course/,~10 tipos de curso de japones,"Idiomas (japones, principiante a avanzado, JLPT)",institucion (pero OTRA),"🔴 FANTASMA TOTAL. El dominio es una cadena de escuelas de idioma japones EN JAPON. Ni ""Nova Southeastern University"" ni ""Barry and Judy Silverman College of Pharmacy"" aparecen en ningun lado del sitio. El pais de la ficha (USA/Florida) tampoco coincide (Japon). Category ""Universidad"" tampoco. Ficha inservible tal cual: hay que decidir si se quiere ISI (idiomas) o NSU (farmacia, dominio real nova.edu) y rehacerla."
21,inservible,el dominio es de otra institución,UEC Business (previously known as Ambridge Institute),si (HTTP 200 pero en mantenimiento),business.uec.edu.au,"""This website is currently unavailable."" (plugin Maintenance de WordPress, sin nombre institucional)",?,-,0,?,?,"🔴 Sitio caido funcionalmente: devuelve 200 pero sirve la pagina de mantenimiento de WordPress; imagen de fondo subida en 2023 y favicon de 2024. Cero contenido auditable. El dominio padre uec.edu.au SI responde y es ""Universal English College"" (CRICOS 00053J · ABN 19 003 525 764), un colegio de ingles con ~8 cursos, y enlaza ""Study Business With Us"" -> business.uec.edu.au; pero NO menciona ""Ambridge Institute"" en ninguna parte. Verificar con el partner si la division Business sigue operando."
21,corregir,dominio obsoleto,Okanagan College,redirige,okanagan.bc.ca -> okanagancollege.ca (301),Okanagan College,si,https://www.okanagancollege.ca/program-search,"buscador dinamico, sin conteo","Certificado, diploma, bachelor, oficios/aprendizajes, continuing ed",institucion,"El `sitio` de la ficha es el dominio viejo: hay 301 permanente a okanagancollege.ca. Actualizar el campo. Catalogo = buscador dinamico, no enumerable directo. 4 campus (Kelowna, Penticton, Salmon Arm, Vernon); la ficha solo dice Kelowna. Nota: el sitio tiene una seccion ""Program availability for international students"", o sea que no todo lo del catalogo es vendible a internacionales."
21,inservible,el dominio es de otra institución,Cambrian College,si,cambriancollege.ca,Cambrian College · College of Applied Arts and Technology,si,https://cambriancollege.ca/programs/,sin conteo publicado en el indice,"Certificado, diploma, adv diploma, grad certificate",institucion,"La ficha dice ciudad ""Sudbury, Vancouver"". El sitio SOLO lista Sudbury, Ontario (1400 Barry Downe Rd, P3A 3V8). Vancouver no aparece en ningun lado. Corregir la ciudad; si el dato venia de un campus/partner privado, ya no esta publicado."
21,corregir,"apunta al dominio del grupo, no al propio",GeSS Education,si,gesseducation.edu.au,GeSS Education,si,https://www.gesseducation.edu.au/gess-education-course-finder-and-guide/,6 categorias de curso; sin conteo ni listado plano,VET (Cert/Dip) + pathways a universidad,red / campus,"⚠️ NO publica RTO ni CRICOS propios. Se describe como ""Queensland's newest state-of-the-art education campus"" y entrega cursos DE RTOs socios (CBC Institute, IBMA, Fit Education, MSQ, DSM, TOC Australia), cada uno con su propio student handbook. Las cualificaciones las emite un tercero, no GeSS. Tratar como campus/paraguas, no como institucion: la ficha del catalogo deberia apuntar al RTO que emite."
21,observacion,"- (unica ficha del lote sin observaciones; www redirige al apex, mismo dominio; sin contenido inyectado)",BEA - Britannia English Academy,si,britannia-school.com,BRITANNIA ENGLISH ACADEMY LTD.,si,https://britannia-school.com/general-english/,~12+,"Idiomas (A1-C1, General English, IELTS, Cambridge FCE/CAE/CPE, Trinity, Business English, 1-a-1)",institucion,"- (unica ficha del lote sin observaciones; www redirige al apex, mismo dominio; sin contenido inyectado)"
21,observacion,"El dominio tambien alberga entidades separadas: UOW College, UOW Dubai, UOW Hong Kong, UOW Malaysia, UOW India. Al extra",University of Wollongong (UoW),si,uow.edu.au,University of Wollongong (UOW),si,https://www.uow.edu.au/study/courses/,19 areas tematicas; sin conteo publicado,"Pregrado, postgrado, doctorado + pathways",institucion,"El dominio tambien alberga entidades separadas: UOW College, UOW Dubai, UOW Hong Kong, UOW Malaysia, UOW India. Al extraer programas hay que separar la universidad del college y de los campus offshore, o se mezclan. puede_vender viene vacio y tipo_adivinado ""curso_corto"" pese a ser universidad completa: inconsistente."
21,corregir,nombre distinto al real,Texas State University,si,intostudy.com (INTO University Partnerships),"Texas State University (pagina alojada por INTO, no por la universidad)",parcial,https://www.intostudy.com/en/universities/texas-state-university (SPA),?,Pathway + undergraduate + graduate,agencia / red (pathway provider),"⚠️ Patron (a): el `sitio` apunta al proveedor de pathways INTO, NO al dominio oficial de la universidad (txstate.edu). La pagina esta viva (200, 67 KB de contenido real sobre Texas State) y NO hay aviso de fin de convenio. Pero es un SPA renderizado en JS: /courses y el listado de partners devuelven solo el loader, asi que el catalogo NO es enumerable por fetch. Ademas, lo que INTO vende son sus pathways, no el catalogo completo de la universidad."
21,inservible,el dominio es de otra institución,Durham University,si,dur.ac.uk,Durham University,si,https://www.dur.ac.uk/study/courses/ (y /study/postgraduate/courses/),?,"Pregrado, postgrado, foundation / pathway programmes",institucion,"Patron (b) en version suave: devuelve 403 a fetchers sin UA de navegador y 200 con UA de Chrome (Server: Apache, sin Cloudflare). NO esta caido. El partner_group ""Study Group"" no aparece en el home; lo que si existe es /study/international/pathway-programmes/."
21,inservible,el dominio es de otra institución,UNIVERSITY ACADEMY 92 (UA92),si,ua92.ac.uk,University Academy 92 (UA92),si,https://ua92.ac.uk/study-with-us/undergraduate/courses/,"4 areas (Sport, Media, Digital, Business); sin conteo exacto","Grados de 3 anos, grados de 2 anos, CertHE",institucion,"⚠️ `partner_group` dice ""Navitas"", pero el sitio se declara ""founded by the Class of 92 and Lancaster University"" y los titulos los otorga Lancaster University. Navitas no aparece en el sitio. Verificar de quien es realmente el convenio. Operacion normal: promociona Clearing 2026 y open days de agosto 2026."
21,inservible,el dominio es de otra institución,GISMA University of applied Sciences,si,gisma.com,Gisma University of Applied Sciences GmbH,si,https://www.gisma.com/programmes,decenas; sin conteo publicado,"Bachelor, Master/MBA, cursos cortos",institucion (parte de un grupo),"⚠️ La ficha dice Hannover. El sitio lista Potsdam (sede principal), Berlin y Londres. Hannover NO aparece: Gisma se mudo y la ciudad de la ficha esta obsoleta. Corregir. Confirma partner_group GUS (""GUS Germany GmbH / GGG"", +18.000 estudiantes en varias instituciones europeas), o sea que category ""College Privado"" tambien queda corta: es una Fachhochschule reconocida por el estado."
21,revisar_a_mano,catálogo no enumerable,Mohawk College,si,mohawkcollege.ca,Mohawk College,si,https://www.mohawkcollege.ca/programs/search,"buscador dinamico, sin conteo","Diplomas, grados, oficios/aprendizajes (2.400 aprendices/ano), graduate studies, preparatory",institucion,"Catalogo = buscador dinamico, no lista enumerable. Sin avisos de suspension de intakes internacionales ni de cancelacion de programas."
22,corregir,nombre distinto al real,NIT - National Institute of Technology Pty. Ltd,si,nitaustralia.edu.au,National Institute of Technology (RTO 41143 · CRICOS 03420M),parcial,https://www.nitaustralia.edu.au/our-courses-and-programs/,~25+,"Cert III/IV, Diploma, Advanced Diploma, Graduate Diploma, Professional Year (ICT e Ingenieria), micro-credenciales",institucion,"el sitio se presenta solo como ""National Institute of Technology"" (el ""Pty Ltd"" es la razon social) · ficha marca ""Vocacionales"" pero tambien otorga Graduate Diploma y Professional Year, que no son VET puro"
22,corregir,"apunta al dominio del grupo, no al propio",Hermes Colleges,si,hermescolleges.ca,HERMES - Colleges Network,parcial,ninguna (solo directorio: https://hermescolleges.ca/colleges/),0 en este dominio,ninguno enumerable aqui,red / grupo paraguas,"NO ES UNA INSTITUCION: es una red de 6 colleges (Veritas, Matrix, Aviron Quebec, Ascent, Academie d'apprentissage Lawrence/Markham, Cegep Marie-Victorin) · el sitio dice ""private career colleges"" y la ficha la marca ""College Publico"" (solo Marie-Victorin es partenariado publico-privado) · CERO catalogo de programas en el dominio paraguas: hay que ir college por college"
22,inservible,duplicado de otra ficha,Missouri State University - MSU,si,missouristate.edu,Missouri State University,si,https://www.missouristate.edu/majors/,"95+ carreras (175 opciones), 120+ minors, 110+ certificados, 70+ posgrados","Pregrado, Posgrado, certificados, online",institucion,"CIUDAD MAL EN LA FICHA: ""Missouri"" es el estado; la ciudad es Springfield MO · puede_vender trae ""Idiomas"" DUPLICADO y NADA MAS para una universidad completa · ademas el programa de ingles se llama FLI (Foreign Language Institute) y vive en fli.missouristate.edu, NO en el dominio de la ficha"
22,revisar_a_mano,el sitio bloquea acceso automatizado,La Trobe University (La Trobe),bloquea,latrobe.edu.au,?,?,?,?,?,"institucion (universidad, no verificado en sitio)","403 de Cloudflare incluso con UA de Chrome + headers Sec-Fetch completos · DNS 8.8.8.8 resuelve OK (CNAME a cloudflare.net) · el sitio NO esta muerto, esta blindado · no se pudo verificar nada del contenido · ficha con ciudad null, category null y puede_vender VACIO para una universidad australiana completa"
22,corregir,dominio obsoleto,Lyon Bleu International,redirige,lyon-bleu.com (301 desde www.lyon-bleu.fr/es/),KLF LYON BLEU INTERNATIONAL,parcial,https://lyon-bleu.com/cours-de-francais-en-france/,~12+,"Solo frances: estandar, intensivo, super-intensivo, premium, preparacion universitaria, DELF/DALF, frances profesional, clases privadas, online",institucion (escuela de idiomas),"CAMBIO DE DOMINIO: la ficha apunta a lyon-bleu.fr/es/ que hace 301 cross-host a lyon-bleu.com · el sitio muestra aviso ""Notre site est actuellement en maintenance mais peut etre consulte"" · el nombre legal en el sitio es ""KLF Lyon Bleu International"""
22,observacion,"NO ES UNA INSTITUCION: es una agencia de intercambio que coloca estudiantes en 350+ colegios ajenos en 15 destinos (USA,",Educatius Group,si,educatius.org,Educatius Group,si,https://www.educatius.org/high-school-abroad/programs,"3 tipos de programa (Select, Classic, Boarding) sobre 350+ colegios",High school / secundaria + Educatius Academy (high school online),agencia (colocacion de estudiantes en colegios de terceros),"NO ES UNA INSTITUCION: es una agencia de intercambio que coloca estudiantes en 350+ colegios ajenos en 15 destinos (USA, UK, Escocia, Irlanda, Francia, Alemania, Italia, Austria, Noruega, Dinamarca, Holanda, Finlandia, Espania, Suecia) · la ficha la registra como ""High School"" · el catalogo real son los colegios socios, no programas propios"
22,inservible,el dominio es de otra institución,University of Greenwich,si,gre.ac.uk,University of Greenwich,si,https://www.gre.ac.uk/subjects,"200+ pregrado, 150+ posgrado","Pregrado, Posgrado, online, cursos cortos, apprenticeships",institucion,"LO QUE LA FICHA PERMITE VENDER NO VIVE EN ESTE DOMINIO: puede_vender es ""Foundation & Pre master / Solo pathway"" pero gre.ac.uk es la universidad · los pathway los entrega el UGIC (University of Greenwich International College, colegio embebido en Bounty House) que tiene su propio sitio · el dominio de la ficha NO menciona a ""Oxford International"" (el partner_group de la ficha) por ningun lado"
22,corregir,dominio obsoleto,Swinburne University of Technology (SUT),redirige,swinburne.edu.au (la URL de la ficha /international hace 301 a /international-students/),Swinburne University of Technology,si,https://www.swinburne.edu.au/courses/find-a-course,? (buscador dinamico),"VET (Cert/Diploma), Associate degree, Bachelor, doble titulacion, Graduate Cert/Diploma, Master, PhD, cursos cortos",institucion (dual sector),"la URL de la ficha esta desactualizada (redirige) · catalogo es BUSCADOR dinamico, no lista enumerable · ficha con ciudad null (es Melbourne, campus Hawthorn; ademas campus en Sarawak, Malasia), category null y puede_vender VACIO para una universidad dual-sector completa"
22,corregir,nombre distinto al real,St Lawrence's College,si,slc.qld.edu.au,St Laurence's College,no,no tiene catalogo de programas (https://www.slc.qld.edu.au/enrol/international-students),0 programas vendibles,"Anios 5 a 12 (Primaria, Middle, Senior) + VET escolar","institucion (colegio K-12, no college terciario)","NOMBRE MAL ESCRITO EN LA FICHA: es ""St LAURENCE'S College"", no ""St Lawrence's"" · y NO ES UN COLLEGE: es un colegio catolico de varones (Edmund Rice) en South Brisbane QLD que va de anio 5 a anio 12 · no hay catalogo de programas que extraer, solo admision de internacionales (visa 500 / short-term study) · ficha con ciudad null, category null y puede_vender VACIO"
22,inservible,el dominio es de otra institución,GISMA Business School,si,gisma.com,Gisma University of Applied Sciences GmbH,no,https://www.gisma.com/programmes,?,"Bachelor, MSc, Global MBA, cursos cortos, add-on de aleman A1-B2",institucion (parte de GUS Germany),"CAMBIO DE NOMBRE Y DE CIUDAD: ya no se llama ""GISMA Business School"" sino ""Gisma University of Applied Sciences"" · y la ficha dice HANNOVER pero el sitio lista Potsdam (campus insignia), Berlin y Londres · Hannover ya no aparece · el unico ""Idiomas"" que vende es un add-on de aleman para sus propios estudiantes, no un curso de idioma suelto"
22,corregir,nombre distinto al real,Mckenzie College,si,mckenzie.edu (www.),McKenzie College of Design,parcial,https://www.mckenzie.edu/programs,4 + ingles,"Certificado (Visual Arts Foundation 8 meses) y Diplomas de 10 meses (Visual Communication Design, Video Game Art, TV & Game Animation)",institucion,"NOMBRE INCOMPLETO EN LA FICHA: es ""McKenzie College of DESIGN"" (escuela de disenio privada, Moncton NB desde 1988) · puede_vender dice SOLO ""Idiomas"" pero su oferta central son 4 diplomas de disenio; el ingles es accesorio · ficha ciudad ""New Brunswick"" es la provincia, la ciudad es Moncton · sin contenido spam ni inyecciones detectadas"
22,corregir,nombre distinto al real,Canada College of Technology and Business - CCTB,si,canadianctb.ca,Canadian College of Technology and Business (CCTB),parcial,https://www.canadianctb.ca/programs/diplomas,~13,"Solo diplomas (Tecnologia 6, Negocios 3, Hospitalidad 2, Continuing Ed/Pathways 2), varios con Co-op",institucion (parte de Global University Systems),"NOMBRE MAL EN LA FICHA: es ""CANADIAN College"", no ""Canada College"" · puede_vender dice ""Todos los programas"" pero solo otorga diplomas: no hay pregrado ni posgrado en este dominio"
22,ok,-,Niagara College,si,niagaracollege.ca,Niagara College,si,https://www.niagaracollege.ca/programs/search/,100+ a tiempo completo,"Diploma, Graduate Certificate, Bachelor, part-time",institucion (college publico de Ontario),-
22,ok,-,Worldwide Internships,si,worldwideinternships.org,Worldwide Internships,si,https://worldwideinternships.org/hospitalidad/ y /negocios/,~12,"Solo pasantias (Hospitalidad 9 destinos, Negocios 3 destinos)",agencia / proveedor de colocacion,-
22,revisar_a_mano,catálogo no enumerable,Victoria University (VU),si,vu.edu.au,Victoria University (CRICOS 00124K Melbourne · 02475D Sydney y Brisbane),si,https://www.vu.edu.au/study-at-vu/courses,?,"VET (Cert/Diploma), Bachelor, Master, pathways",institucion (dual sector),"ficha con ciudad null (Melbourne principal + Sydney y Brisbane), category null y puede_vender VACIO para una universidad dual-sector completa · catalogo por buscador, no lista plana"
22,inservible,el dominio es de otra institución,IT Step Academy,si (pero es el sitio de OTRO pais),itstep.mx,Step Computer Academy / Computer Academy IT STEP · Mexico (Tijuana),no,https://itstep.mx/education-adults,pocos (2 cursos disenio + 2 programacion + programas de ninios y vacacionales),"Cursos profesionales no titulados, ninios, vacacionales",institucion (sede local de una red internacional),"FANTASMA POR PAIS: la ficha dice BULGARIA y el dominio es el de la sede de MEXICO (Tijuana) · CERO menciones a Bulgaria en el sitio · la red global es itstep.org y cada pais tiene su TLD; la sede bulgara tiene otro dominio · el sitio esta en espaniol y sus precios/curricula son mexicanos · ficha con ciudad null, category null y puede_vender VACIO"
23,corregir,"apunta al dominio del grupo, no al propio",Etoile  Institut,si,etoilegroupe.com,"Etoile Institut – Etablissement d'Enseignement Superieur Prive (bajo el holding ""Etoile Groupe"")",parcial,https://etoilegroupe.com/nos-programmes/,~12 categorias de curso,"Idiomas FLE (estandar, intensivo, super-intensivo, privado), combinados, au pair, pathway universitario, prep Grandes Ecoles, prep DELF/DALF/TCF/TEF",institucion (dentro de grupo),"La URL exacta de la ficha (/es/instituto-de-idiomas-etoile) da 404 y cae a /es que tambien es 404; solo responde la raiz. El dominio es del holding Etoile Groupe (institut + formation pro + alojamiento + centro de examenes), no exclusivo del instituto. Corregir sitio a https://etoilegroupe.com/nos-programmes/"
23,ok,-,Edinburgh Napier University,si,napier.ac.uk,Edinburgh Napier University,si,https://www.napier.ac.uk/courses,250+,"Undergraduate, Postgraduate, short courses, graduate apprenticeships, online",institucion,-
